Element Name;Layer;Composition;Ratio;Component Name;Application;Lifetime;Thickness
FoG_Cast in situ_Reinforced concrete_LIB_New_07;C3;a;1;Loose filling | Compacted sand (0.13 m³) | By machine;Floor bed | Leveling layer;60;0.13
FoG_Cast in situ_Reinforced concrete_LIB_New_07;C2;a;1;Leveling process | Soil (m²) | Manual;Floor bed | Leveling;60;1
FoG_Cast in situ_Reinforced concrete_LIB_New_07;C1;a;1;Excavation process | Soil (0.3 m³) | By machine | Without transport;Floor bed | Excavation;60;0.3
FoG_Cast in situ_Reinforced concrete_LIB_New_08;C11;a;1;Rigid tiles | Natural stone (400x400x20 mm) | Laid in cement mortar | Native;Floor finish | Cladding;60;0.045
FoG_Cast in situ_Reinforced concrete_LIB_New_08;C10;a;1;Loose filling | Stabilised sand (0.03 m³);Floor finish | Support structure;60;0.03
FoG_Cast in situ_Reinforced concrete_LIB_New_08;C9;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_New_08;C8;a;1;Cast in situ | Reinforced concrete (250 mm);Floor bed | Slab;60;0.25
FoG_Cast in situ_Reinforced concrete_LIB_New_08;C7;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_New_08;C6;a;1;Board | PUR - aluminium facer (90 mm) | Under floor slab;Floor bed | Thermal insulation;60;0.09
FoG_Cast in situ_Reinforced concrete_LIB_New_08;C5;a;1;Proofing sheet | PP (0.8 mm);Floor bed | Geotextile;60;0.0008
FoG_Cast in situ_Reinforced concrete_LIB_New_08;C4;a;1;Loose filling | Compacted sand (0.05 m³) | By machine;Floor bed | Leveling layer;60;0.05
FoG_Cast in situ_Reinforced concrete_LIB_New_08;C3;a;1;Proofing sheet | PP (0.8 mm);Floor bed | Geotextile;60;0.0008
FoG_Cast in situ_Reinforced concrete_LIB_New_08;C2;a;1;Leveling process | Soil (m²) | Manual;Floor bed | Leveling;60;1
FoG_Cast in situ_Reinforced concrete_LIB_New_08;C1;a;1;Excavation process | Soil (0.52 m³) | By machine | Without transport;Floor bed | Excavation;60;0.52
FoG_Cast in situ_Reinforced concrete_LIB_New_09;C11;a;1;Rigid tiles | Natural stone (400x400x20 mm) | Laid in cement mortar | Imported;Floor finish | Cladding;60;0.045
FoG_Cast in situ_Reinforced concrete_LIB_New_09;C10;a;1;Loose filling | Stabilised sand (0.03 m³);Floor finish | Support structure;60;0.03
FoG_Cast in situ_Reinforced concrete_LIB_New_09;C9;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_New_09;C8;a;1;Cast in situ | Reinforced concrete (250 mm);Floor bed | Slab;60;0.25
FoG_Cast in situ_Reinforced concrete_LIB_New_09;C7;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_New_09;C6;a;1;Board | EPS (150 mm) | Upon floor slab;Floor finish | Thermal insulation;60;0.15
FoG_Cast in situ_Reinforced concrete_LIB_New_09;C5;a;1;Proofing sheet | PP (0.8 mm);Floor bed | Geotextile;60;0.0008
FoG_Cast in situ_Reinforced concrete_LIB_New_09;C4;a;1;Loose filling | Compacted sand (0.05 m³) | By machine;Floor bed | Leveling layer;60;0.05
FoG_Cast in situ_Reinforced concrete_LIB_New_09;C3;a;1;Proofing sheet | PP (0.8 mm);Floor bed | Geotextile;60;0.0008
FoG_Cast in situ_Reinforced concrete_LIB_New_09;C2;a;1;Leveling process | Soil (m²) | Manual;Floor bed | Leveling;60;1
FoG_Cast in situ_Reinforced concrete_LIB_New_09;C1;a;1;Excavation process | Soil (0.58 m³) | By machine | Without transport;Floor bed | Excavation;60;0.58
FoG_Cast in situ_Reinforced concrete_LIB_New_10;C9;a;1;Cast floor | PUR (3 mm);Floor finish | Cladding;30;0.003
FoG_Cast in situ_Reinforced concrete_LIB_New_10;C8;a;1;Cast in situ | Reinforced concrete (350 mm);Floor bed | Slab;60;0.35
FoG_Cast in situ_Reinforced concrete_LIB_New_10;C7;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_New_10;C6;a;1;Board | Cellular glass (180 mm) | Under floor slab;Floor bed | Thermal insulation;60;0.18
FoG_Cast in situ_Reinforced concrete_LIB_New_10;C5;a;1;Proofing sheet | PP (0.8 mm);Floor bed | Geotextile;60;0.0008
FoG_Cast in situ_Reinforced concrete_LIB_New_10;C4;a;1;Loose filling | Compacted sand (0.05 m³) | By machine;Floor bed | Leveling layer;60;0.05
FoG_Cast in situ_Reinforced concrete_LIB_New_10;C3;a;1;Proofing sheet | PP (0.8 mm);Floor bed | Geotextile;60;0.0008
FoG_Cast in situ_Reinforced concrete_LIB_New_10;C2;a;1;Leveling process | Soil (m²) | Manual;Floor bed | Leveling;60;1
FoG_Cast in situ_Reinforced concrete_LIB_New_10;C1;a;1;Excavation process | Soil (0.57 m³) | By machine | Without transport;Floor bed | Excavation;60;0.57
FoG_Cast in situ_Reinforced concrete_LIB_New_11;C9;a;1;Cast floor | Epoxy (4 mm);Floor finish | Cladding;30;0.004
FoG_Cast in situ_Reinforced concrete_LIB_New_11;C8;a;1;Cast in situ | Reinforced concrete (350 mm);Floor bed | Slab;60;0.35
FoG_Cast in situ_Reinforced concrete_LIB_New_11;C7;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_New_11;C6;a;1;Board | Stone wool (140 mm) | Under floor slab;Floor bed | Thermal insulation;60;0.14
FoG_Cast in situ_Reinforced concrete_LIB_New_11;C5;a;1;Proofing sheet | PP (0.8 mm);Floor bed | Geotextile;60;0.0008
FoG_Cast in situ_Reinforced concrete_LIB_New_11;C4;a;1;Loose filling | Compacted sand (0.05 m³) | By machine;Floor bed | Leveling layer;60;0.05
FoG_Cast in situ_Reinforced concrete_LIB_New_11;C3;a;1;Proofing sheet | PP (0.8 mm);Floor bed | Geotextile;60;0.0008
FoG_Cast in situ_Reinforced concrete_LIB_New_11;C2;a;1;Leveling process | Soil (m²) | Manual;Floor bed | Leveling;60;1
FoG_Cast in situ_Reinforced concrete_LIB_New_11;C1;a;1;Excavation process | Soil (0.55 m³) | By machine | Without transport;Floor bed | Excavation;60;0.55
FoG_Cast in situ_Reinforced concrete_LIB_New_12;C11;a;1;Cast floor | Polished concrete (100 mm);Floor finish | Cladding;60;0.1
FoG_Cast in situ_Reinforced concrete_LIB_New_12;C10;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_New_12;C9;a;1;Cast in situ | Reinforced concrete (350 mm);Floor bed | Slab;60;0.35
FoG_Cast in situ_Reinforced concrete_LIB_New_12;C8;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_New_12;C7;a;1;Board | PUR - aluminium facer (100 mm) | Under floor slab;Floor bed | Thermal insulation;60;0.1
FoG_Cast in situ_Reinforced concrete_LIB_New_12;C6;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_New_12;C5;a;1;Loose filling | Stabilised sand (0.05 m³);Floor bed | Leveling layer;60;0.05
FoG_Cast in situ_Reinforced concrete_LIB_New_12;C4;a;1;Loose filling | Gravel (0.15 m³);Floor bed | Leveling layer;60;0.15
FoG_Cast in situ_Reinforced concrete_LIB_New_12;C3;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_New_12;C2;a;1;Leveling process | Soil (m²) | Manual;Floor bed | Leveling;60;1
FoG_Cast in situ_Reinforced concrete_LIB_New_12;C1;a;1;Excavation process | Soil (0.7 m³) | By machine | Without transport;Floor bed | Excavation;60;0.7
FoG_Cast in situ_Reinforced concrete_LIB_Reno_01;C9;a;1;Rigid tiles | Glazed ceramic (300x300x10 mm) | Glued;Floor finish | Cladding;60;0.01
FoG_Cast in situ_Reinforced concrete_LIB_Reno_01;C8;a;1;Screed | Cement (50 mm);Floor finish | Support structure;60;0.05
FoG_Cast in situ_Reinforced concrete_LIB_Reno_01;C7;a;1;Mesh | Reinforcement steel (50x50 Ø 2 mm) | To be combined with screed;Floor finish | Support structure;60;0.002
FoG_Cast in situ_Reinforced concrete_LIB_Reno_01;C6;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_Reno_01;C5;a;1;Foam | PUR (100 mm) | Upon floor slab;Floor finish | Thermal insulation;60;0.1
FoG_Cast in situ_Reinforced concrete_LIB_Reno_01;C4;a;1;Cast in situ | Reinforced concrete (150 mm);Floor bed | Slab;60;0.15
FoG_Cast in situ_Reinforced concrete_LIB_Reno_01;C3;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_Reno_01;C2;a;1;Loose filling | Compacted sand (0.1 m³) | By machine;Floor bed | Leveling layer;60;0.1
FoG_Cast in situ_Reinforced concrete_LIB_Reno_01;C1;a;1;Leveling process | Soil (m²) | Manual;Floor bed | Leveling;60;1
FoG_Cast in situ_Reinforced concrete_LIB_Reno_02;C8;a;1;Parquet | Hardwood (22 mm) | Nailed | Untreated | Belgian mix;Floor finish | Cladding;60;0.022
FoG_Cast in situ_Reinforced concrete_LIB_Reno_02;C7;a;1;Board | OSB (22 mm) | Loose laid;Floor finish | Support structure;60;0.022
FoG_Cast in situ_Reinforced concrete_LIB_Reno_02;C6;b;0.78;Flakes | Cellulose (225 mm) | For between joists and cross beams | Blown on site;Floor | Thermal insulation;60;0.225
FoG_Cast in situ_Reinforced concrete_LIB_Reno_02;C6;a;0.22;Joists and cross beams | Softwood (75x225 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix;Floor | Support structure;60;0.225
FoG_Cast in situ_Reinforced concrete_LIB_Reno_02;C5;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_Reno_02;C4;a;1;Cast in situ | Reinforced concrete (150 mm);Floor bed | Slab;60;0.15
FoG_Cast in situ_Reinforced concrete_LIB_Reno_02;C3;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
FoG_Cast in situ_Reinforced concrete_LIB_Reno_02;C2;a;1;Loose filling | Compacted sand (0.1 m³) | By machine;Floor bed | Leveling layer;60;0.1
FoG_Cast in situ_Reinforced concrete_LIB_Reno_02;C1;a;1;Leveling process | Soil (m²) | Manual;Floor bed | Leveling;60;1
SF_Beams - Block infill_Prestressed concrete - Concrete_LIB_New_01;C6;a;1;Soft tiles | Cork (4 mm) | Glued;Floor finish | Cladding;15;0.004
SF_Beams - Block infill_Prestressed concrete - Concrete_LIB_New_01;C5;a;1;Screed | Cement (50 mm);Floor finish | Support structure;60;0.05
SF_Beams - Block infill_Prestressed concrete - Concrete_LIB_New_01;C4;a;1;Cast in situ | Reinforced concrete (40 mm) | For prestressed concrete beams with concrete block infill;Flat roof | Pressure layer;60;0.04
SF_Beams - Block infill_Prestressed concrete - Concrete_LIB_New_01;C3;a;1;Beams - Block infill | Prestressed concrete - Concrete (160 mm);Flat roof | Slab;60;0.16
SF_Beams - Block infill_Prestressed concrete - Concrete_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
SF_Beams - Block infill_Prestressed concrete - Concrete_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Ceiling finish | Treatment of cladding;10;0.000105
SF_Beams - Block infill_Prestressed concrete - EPS_LIB_New_01;C9;a;1;Rigid tiles | Glazed ceramic (300x300x10 mm) | Glued;Floor finish | Cladding;60;0.01
SF_Beams - Block infill_Prestressed concrete - EPS_LIB_New_01;C8;a;1;Screed | Cement (50 mm);Floor finish | Support structure;60;0.05
SF_Beams - Block infill_Prestressed concrete - EPS_LIB_New_01;C7;a;1;Mesh | Reinforcement steel (50x50 Ø 2 mm) | To be combined with screed;Floor finish | Support structure;60;0.002
SF_Beams - Block infill_Prestressed concrete - EPS_LIB_New_01;C6;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
SF_Beams - Block infill_Prestressed concrete - EPS_LIB_New_01;C5;a;1;Board | Stone wool (30 mm) | Upon floor slab;Floor finish | Thermal insulation;60;0.03
SF_Beams - Block infill_Prestressed concrete - EPS_LIB_New_01;C4;a;1;Cast in situ | Reinforced concrete (40 mm) | For prestressed concrete beams with EPS block infill;Flat roof | Pressure layer;60;0.04
SF_Beams - Block infill_Prestressed concrete - EPS_LIB_New_01;C3;a;1;Beams - Block infill | Prestressed concrete - EPS (180 mm);Flat roof | Slab;60;0.18
SF_Beams - Block infill_Prestressed concrete - EPS_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
SF_Beams - Block infill_Prestressed concrete - EPS_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Ceiling finish | Treatment of cladding;10;0.000105
SF_Beams - Block infill_Prestressed concrete - Fired clay_LIB_New_01;C6;a;1;Rigid tiles | Glazed ceramic (300x300x10 mm) | Glued;Floor finish | Cladding;60;0.01
SF_Beams - Block infill_Prestressed concrete - Fired clay_LIB_New_01;C5;a;1;Screed | Cement (50 mm);Floor finish | Support structure;60;0.05
SF_Beams - Block infill_Prestressed concrete - Fired clay_LIB_New_01;C4;a;1;Cast in situ | Concrete (30 mm);Flat roof | Pressure layer;60;0.03
SF_Beams - Block infill_Prestressed concrete - Fired clay_LIB_New_01;C3;a;1;Beams - Block infill | Prestressed concrete - Fired clay (120 mm);Flat roof | Slab;60;0.12
SF_Beams - Block infill_Prestressed concrete - Fired clay_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
SF_Beams - Block infill_Prestressed concrete - Fired clay_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Ceiling finish | Treatment of cladding;10;0.000105
SF_Beams - Block infill_Prestressed concrete - Wood fibre_LIB_New_01;C9;a;1;Flexible sheet | Linoleum (2.5 mm) | Glued;Floor finish | Cladding;15;0.0025
SF_Beams - Block infill_Prestressed concrete - Wood fibre_LIB_New_01;C8;a;1;Screed | Cement (50 mm);Floor finish | Support structure;60;0.05
SF_Beams - Block infill_Prestressed concrete - Wood fibre_LIB_New_01;C7;a;1;Mesh | Reinforcement steel (50x50 Ø 2 mm) | To be combined with screed;Floor finish | Support structure;60;0.002
SF_Beams - Block infill_Prestressed concrete - Wood fibre_LIB_New_01;C6;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
SF_Beams - Block infill_Prestressed concrete - Wood fibre_LIB_New_01;C5;a;1;Board | Stone wool (30 mm) | Upon floor slab;Floor finish | Thermal insulation;60;0.03
SF_Beams - Block infill_Prestressed concrete - Wood fibre_LIB_New_01;C4;a;1;Cast in situ | Reinforced concrete (40 mm) | For prestressed concrete beams with wood fibre block infill;Flat roof | Pressure layer;60;0.04
SF_Beams - Block infill_Prestressed concrete - Wood fibre_LIB_New_01;C3;a;1;Beams - Block infill | Prestressed concrete - Wood fibre (160 mm);Flat roof | Slab;60;0.16
SF_Beams - Block infill_Prestressed concrete - Wood fibre_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
SF_Beams - Block infill_Prestressed concrete - Wood fibre_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Ceiling finish | Treatment of cladding;10;0.000105
SF_Cast in situ_Reinforced concrete_LIB_New_01;C5;a;1;Rigid tiles | Glazed ceramic (300x300x10 mm) | Glued;Floor finish | Cladding;60;0.01
SF_Cast in situ_Reinforced concrete_LIB_New_01;C4;a;1;Screed | Cement (50 mm);Floor finish | Support structure;60;0.05
SF_Cast in situ_Reinforced concrete_LIB_New_01;C3;a;1;Cast in situ | Reinforced concrete (150 mm);Floor | Slab;60;0.15
SF_Cast in situ_Reinforced concrete_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
SF_Cast in situ_Reinforced concrete_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Ceiling finish | Treatment of cladding;10;0.000105
SF_Cast in situ_Reinforced concrete_LIB_New_02;C5;a;1;Flexible sheet | Linoleum (2.5 mm) | Glued;Floor finish | Cladding;15;0.0025
SF_Cast in situ_Reinforced concrete_LIB_New_02;C4;a;1;Screed | Cement (50 mm);Floor finish | Support structure;60;0.05
SF_Cast in situ_Reinforced concrete_LIB_New_02;C3;a;1;Cast in situ | Reinforced concrete (150 mm);Floor | Slab;60;0.15
SF_Cast in situ_Reinforced concrete_LIB_New_02;C2;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
SF_Cast in situ_Reinforced concrete_LIB_New_02;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Ceiling finish | Treatment of cladding;10;0.000105
SF_Cast in situ_Reinforced concrete_LIB_New_03;C7;a;1;Impregnation work | Wax | On wooden parquet;Floor finish | Treatment of cladding;15;
SF_Cast in situ_Reinforced concrete_LIB_New_03;C6;a;1;Parquet | Hardwood (22 mm) | Glued | Untreated | Belgian mix;Floor finish | Cladding;60;0.022
SF_Cast in situ_Reinforced concrete_LIB_New_03;C5;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Floor finish | Vapour barrier;60;0.00022
SF_Cast in situ_Reinforced concrete_LIB_New_03;C4;a;1;Screed | Cement (50 mm);Floor finish | Support structure;60;0.05
SF_Cast in situ_Reinforced concrete_LIB_New_03;C3;a;1;Cast in situ | Reinforced concrete (150 mm);Floor | Slab;60;0.15
SF_Cast in situ_Reinforced concrete_LIB_New_03;C2;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
SF_Cast in situ_Reinforced concrete_LIB_New_03;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Ceiling finish | Treatment of cladding;10;0.000105
SF_Cast in situ_Reinforced concrete_LIB_New_04;C5;a;1;Soft tiles | Cork (4 mm) | Glued;Floor finish | Cladding;15;0.004
SF_Cast in situ_Reinforced concrete_LIB_New_04;C4;a;1;Screed | Cement (50 mm);Floor finish | Support structure;60;0.05
SF_Cast in situ_Reinforced concrete_LIB_New_04;C3;a;1;Cast in situ | Reinforced concrete (150 mm);Floor | Slab;60;0.15
SF_Cast in situ_Reinforced concrete_LIB_New_04;C2;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
SF_Cast in situ_Reinforced concrete_LIB_New_04;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Ceiling finish | Treatment of cladding;10;0.000105
SF_Cast in situ_Reinforced concrete_LIB_New_05;C7;a;1;Parquet | Laminate (7 mm) | Loose laid;Floor finish | Cladding;15;0.007
SF_Cast in situ_Reinforced concrete_LIB_New_05;C6;a;1;Board | XPS (5 mm) | Upon floor slab | Loose laid;Floor finish | Acoustic insulation;60;0.005
SF_Cast in situ_Reinforced concrete_LIB_New_05;C5;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Floor finish | Vapour barrier;60;0.00022
SF_Cast in situ_Reinforced concrete_LIB_New_05;C4;a;1;Screed | Cement (50 mm);Floor finish | Support structure;60;0.05
SF_Cast in situ_Reinforced concrete_LIB_New_05;C3;a;1;Cast in situ | Reinforced concrete (150 mm);Floor | Slab;60;0.15
SF_Cast in situ_Reinforced concrete_LIB_New_05;C2;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
SF_Cast in situ_Reinforced concrete_LIB_New_05;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Ceiling finish | Treatment of cladding;10;0.000105
SF_Cast in situ_Reinforced concrete_LIB_New_06;C7;a;1;Rigid tiles | Natural stone (400x400x20 mm) | Laid in cement mortar | Native;Floor finish | Cladding;60;0.045
SF_Cast in situ_Reinforced concrete_LIB_New_06;C6;a;1;Loose filling | Stabilised sand (0.03 m³);Floor finish | Support structure;60;0.03
SF_Cast in situ_Reinforced concrete_LIB_New_06;C5;a;1;Proofing sheet | PE (0.2 mm) | Loose laid with overlap;Floor bed | Water barrier;60;0.0002
SF_Cast in situ_Reinforced concrete_LIB_New_06;C4;a;1;Board | Stone wool (30 mm) | Upon floor slab;Floor finish | Thermal insulation;60;0.03
SF_Cast in situ_Reinforced concrete_LIB_New_06;C3;a;1;Cast in situ | Reinforced concrete (200 mm);Floor | Slab;60;0.2
SF_Cast in situ_Reinforced concrete_LIB_New_06;C2;a;1;Thick coating | Gypsum plaster (12 mm);Ceiling finish | Cladding;40;0.012
SF_Cast in situ_Reinforced concrete_LIB_New_06;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Ceiling finish | Treatment of cladding;10;0.000105
SF_Cast in situ_Reinforced concrete_LIB_New_07;C6;a;1;Carpet tiles | Polyamide (500x500x5.8 mm) | Loose laid;Floor finish | Cladding;15;0.0058
